CLAC1_NM,CLAC2_NM,CLAC3_NM,PD_BRA_NM,PD_BUY_AM,PD_BUY_CT,PD_SALES,F_10,F_20,F_30,F_40,F_50,F_60,F_70,F_80,M_10,M_20,M_30,M_40,M_50,M_60,M_70,M_80,NOT_SIGNED,Desktop,Mobile,Busan,Chungbuk,Chungnam,Daegu,Daejeon,Gangwon,Gwangju,Gyeonggi,Gyeongbu,Gyeongnam,Incheon,Jeju,Jeonbuk,Jeonnam,Seoul,Ulsan
패션잡화,여성가방,여성백팩,끌로에,2075000,1,2075000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
패션잡화,여성가방,여성백팩,내셔널지오그래픽,149000,3,447000,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
패션잡화,여성가방,여성백팩,닥스,51083,15,766245,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,6.0,0.0
패션잡화,여성가방,여성백팩,덱케,192500,1,192500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
패션잡화,여성가방,여성백팩,디젤,678000,1,678000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,여성가방,여성백팩,라코스테,173486,22,3816692,0.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,16.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0
패션잡화,여성가방,여성백팩,러브캣,212109,11,2333199,0.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0
패션잡화,여성가방,여성백팩,로사케이,298000,1,298000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
패션잡화,여성가방,여성백팩,롱샴,138516,31,4293996,0.0,1.0,11.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,27.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0
패션잡화,여성가방,여성백팩,루이까또즈,250000,6,1500000,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,여성가방,여성백팩,루즈앤라운지,455571,7,3188997,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
패션잡화,여성가방,여성백팩,마이클코어스,460000,1,460000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
패션잡화,여성가방,여성백팩,마크제이콥스,225615,13,2932995,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0
패션잡화,여성가방,여성백팩,만다리나덕,314406,209,65710854,0.0,13.0,88.0,52.0,3.0,0.0,0.0,0.0,0.0,5.0,12.0,8.0,3.0,1.0,0.0,0.0,24.0,21.0,188.0,16.0,4.0,8.0,10.0,3.0,4.0,8.0,31.0,3.0,11.0,7.0,3.0,5.0,1.0,91.0,4.0
패션잡화,여성가방,여성백팩,멀버리,1146000,1,1146000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
패션잡화,여성가방,여성백팩,모스키노,380000,1,380000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,여성가방,여성백팩,발렌시아가,1379000,3,4137000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,여성가방,여성백팩,버버리,1178500,14,16499000,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0
패션잡화,여성가방,여성백팩,베네통,85406,7,597842,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0
패션잡화,여성가방,여성백팩,브루노말리,268776,17,4569192,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,12.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0
패션잡화,여성가방,여성백팩,사만사타바사,207915,47,9772005,0.0,10.0,10.0,19.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,42.0,8.0,0.0,1.0,1.0,2.0,0.0,2.0,8.0,3.0,0.0,1.0,0.0,2.0,0.0,19.0,0.0
패션잡화,여성가방,여성백팩,슈퍼콤마비,31987,15,479805,0.0,0.0,4.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,13.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
패션잡화,여성가방,여성백팩,스텔라맥카트니,923000,1,923000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,여성가방,여성백팩,시슬리,36110,4,144440,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
패션잡화,여성가방,여성백팩,쌤소나이트,316867,6,1901202,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
패션잡화,여성가방,여성백팩,알렉산더맥퀸,691000,1,691000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
패션잡화,여성가방,여성백팩,알렉산더왕,756000,3,2268000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
패션잡화,여성가방,여성백팩,에트로,646500,4,2586000,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,여성가방,여성백팩,엠씨엠,452987,49,22196363,0.0,0.0,8.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,15.5,3.0,0.0,1.0,2.0,1.0,0.0,1.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,25.0,0.0
패션잡화,여성가방,여성백팩,오일릴리,132600,5,663000,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
패션잡화,여성가방,여성백팩,인케이스,161500,6,969000,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
패션잡화,여성가방,여성백팩,지방시,915000,1,915000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,여성가방,여성백팩,질스튜어트,237932,43,10231076,0.0,6.0,7.0,12.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,37.0,7.0,1.0,0.0,5.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,18.0,0.0
패션잡화,여성가방,여성백팩,캘빈클라인,109746,307,33692022,0.0,22.0,71.0,53.0,9.0,0.0,0.0,0.0,1.0,5.0,21.0,27.0,5.0,1.0,0.0,0.0,91.0,85.0,110.5,41.0,4.0,4.0,8.0,5.0,1.0,2.0,44.0,10.0,16.0,38.0,1.0,13.0,1.0,115.0,3.0
패션잡화,여성가방,여성백팩,코치,402400,5,2012000,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
패션잡화,여성가방,여성백팩,쿠론,528000,2,1056000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
패션잡화,여성가방,여성백팩,키아라페라그니,509000,1,509000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
패션잡화,여성가방,여성백팩,타미힐피거여성,145000,2,290000,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
패션잡화,여성가방,여성백팩,토리버치,385867,30,11576010,0.0,3.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,28.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0
패션잡화,여성가방,여성백팩,투미,398884,96,38292864,0.0,3.0,13.0,23.0,4.0,0.0,0.0,0.0,0.0,1.0,14.0,10.0,5.0,1.0,0.0,0.0,21.0,19.0,76.0,19.0,1.0,0.0,3.0,0.0,1.0,1.0,18.0,1.0,2.0,2.0,3.0,0.0,0.0,43.0,1.0
패션잡화,여성가방,여성백팩,프라다,1247585,41,51150985,0.0,0.0,12.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,40.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0,19.0,0.0
패션잡화,여성가방,여성백팩,훌라,325000,1,325000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,여성가방,여성숄더백,VALENTINO,1850000,3,5550000,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
패션잡화,여성가방,여성숄더백,게스,53753,17,913801,0.0,0.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,6.0,0.0
패션잡화,여성가방,여성숄더백,겐조,398111,9,3582999,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
패션잡화,여성가방,여성숄더백,골든구스,359000,1,359000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,여성가방,여성숄더백,구찌,1693042,313,529922146,0.0,45.0,113.0,68.0,9.0,0.0,0.0,0.0,0.0,3.0,16.0,13.0,1.0,1.0,0.0,0.0,44.0,27.0,143.0,36.0,2.0,16.0,14.0,8.0,5.0,4.0,41.0,13.0,9.0,8.0,5.0,16.0,6.0,120.0,10.0
패션잡화,여성가방,여성숄더백,그레이,159000,2,318000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,여성가방,여성숄더백,금강제화,96000,1,96000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
패션잡화,여성가방,여성숄더백,꼼데가르송,179333,3,537999,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
패션잡화,여성가방,여성숄더백,끌로에,1355448,23,31175304,0.0,3.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,19.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0
패션잡화,여성가방,여성숄더백,닥스,235036,237,55703532,0.0,26.0,34.0,93.0,27.0,1.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,1.0,0.0,0.0,42.0,40.0,98.5,18.0,5.0,0.0,7.0,3.0,4.0,8.0,40.0,6.0,15.0,23.0,0.0,21.0,9.0,75.0,3.0
패션잡화,여성가방,여성숄더백,더블엠,188143,7,1317001,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0
패션잡화,여성가방,여성숄더백,덱케,268516,94,25240504,0.0,8.0,22.0,37.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,18.0,16.0,38.5,11.0,2.0,0.0,5.0,1.0,0.0,2.0,18.0,5.0,2.0,4.0,0.0,3.0,2.0,35.0,3.0
패션잡화,여성가방,여성숄더백,돌체앤가바나,307267,12,3687204,0.0,0.0,3.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0
패션잡화,여성가방,여성숄더백,라코스테,158700,195,30946500,0.0,34.0,63.0,52.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.0,0.0,0.0,0.0,27.0,25.0,84.5,25.0,5.0,2.0,5.0,9.0,3.0,7.0,28.0,9.0,15.0,7.0,1.0,3.0,4.0,70.0,1.0
패션잡화,여성가방,여성숄더백,랄프로렌,297100,1,297100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,여성가방,여성숄더백,랑방,672500,2,1345000,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
패션잡화,여성가방,여성숄더백,러브캣,212949,377,80281773,3.0,79.0,62.0,121.0,23.0,15.0,0.0,0.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,58.0,46.0,164.5,51.0,9.0,7.0,13.0,7.0,6.0,11.0,57.0,14.0,10.0,7.0,0.0,45.0,4.0,131.0,3.0
패션잡화,여성가방,여성숄더백,레노마,60824,17,1034008,0.0,0.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0
패션잡화,여성가방,여성숄더백,레베카밍코프,275508,23,6336684,0.0,2.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
패션잡화,여성가방,여성숄더백,로사케이,208165,23,4787795,0.0,0.0,12.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0
패션잡화,여성가방,여성숄더백,록시,39000,3,117000,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,여성가방,여성숄더백,롱샴,156344,424,66289856,0.0,20.0,105.0,73.0,19.0,4.0,0.0,0.0,0.0,2.0,6.0,154.0,0.0,0.0,0.0,0.0,41.0,36.0,388.0,24.0,2.0,8.0,7.0,1.0,6.0,3.0,51.0,12.0,13.0,11.0,0.0,2.0,4.0,280.0,0.0
패션잡화,여성가방,여성숄더백,루이까또즈,270806,336,90990816,1.0,51.0,91.0,100.0,10.0,2.0,0.0,0.0,0.0,6.0,3.0,10.0,2.0,1.0,0.0,0.0,59.0,56.0,140.0,32.0,3.0,8.0,19.0,9.0,10.0,13.0,54.0,14.0,15.0,18.0,2.0,14.0,12.0,107.0,6.0
패션잡화,여성가방,여성숄더백,루즈앤라운지,377033,48,18097584,0.0,2.0,9.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,42.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,1.0,4.0,4.0,1.0,3.0,1.0,18.0,1.0
패션잡화,여성가방,여성숄더백,리틀파머스,200388,16,3206208,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
패션잡화,여성가방,여성숄더백,립밤,39000,4,156000,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
패션잡화,여성가방,여성숄더백,마르니,1722266,46,79224236,0.0,14.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,42.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,28.0,3.0
패션잡화,여성가방,여성숄더백,마이클코어스,317335,65,20626775,0.0,8.0,13.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,28.5,7.0,2.0,1.0,2.0,4.0,0.0,1.0,14.0,2.0,5.0,3.0,0.0,1.0,2.0,20.0,1.0
패션잡화,여성가방,여성숄더백,마크바이마크제이콥스,323000,3,969000,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
패션잡화,여성가방,여성숄더백,마크제이콥스,394547,19,7496393,0.0,1.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0
패션잡화,여성가방,여성숄더백,만다리나덕,150288,43,6462384,0.0,3.0,6.0,17.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,36.0,6.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,21.0,1.0
패션잡화,여성가방,여성숄더백,멀버리,1015979,29,29463391,0.0,5.0,8.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,12.0,0.0
패션잡화,여성가방,여성숄더백,메트로시티,272420,1071,291761820,25.0,153.0,265.0,385.0,39.0,3.0,0.0,0.0,0.0,22.0,16.0,20.0,8.0,0.0,0.0,0.0,135.0,118.0,476.5,120.0,20.0,50.0,34.0,29.0,17.0,36.0,165.0,28.0,65.0,35.0,8.0,105.0,28.0,314.0,17.0
패션잡화,여성가방,여성숄더백,모스키노,239533,12,2874396,0.0,4.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
패션잡화,여성가방,여성숄더백,미우미우,1096315,41,44948915,0.0,11.0,8.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,38.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,1.0,14.0,0.0
패션잡화,여성가방,여성숄더백,바이커스탈렛,257979,100,25797900,0.0,30.0,50.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,95.0,13.0,1.0,2.0,11.0,2.0,0.0,4.0,8.0,1.0,3.0,3.0,0.0,4.0,2.0,40.0,6.0
패션잡화,여성가방,여성숄더백,발렉스트라,1153356,3,3460068,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
